Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate,Year,Month,Day,Hospitalization_rate
Guam,US,2021-01-04T05:30:45Z,13.4443,144.7937,7326,122,7047,157,66,4460.844308861407,96202,NA,1.6653016653016652,316,GUM,58577.96126140938,NA,2021-01-03,NA,NA,2021,1,3,NA
Hawaii,US,2021-01-04T05:30:45Z,21.0943,-157.4983,22560,289,11958,10313,15,1593.3643719206257,825956,NA,1.2810283687943262,84000015,USA,58335.499254169874,NA,2021-01-03,NA,NA,2021,1,3,NA
Idaho,US,2021-01-04T05:30:45Z,44.2405,-114.4788,142507,1448,60164,80895,16,7974.360193949296,548008,NA,1.0160904376627111,84000016,USA,30665.25280277997,NA,2021-01-03,NA,NA,2021,1,3,NA
Illinois,US,2021-01-04T05:30:45Z,40.3495,-88.9861,979821,18322,NA,NA,17,7732.282518826615,13482117,NA,1.8699333857918947,84000017,USA,106394.47163908012,NA,2021-01-03,NA,NA,2021,1,3,NA
Indiana,US,2021-01-04T05:30:45Z,39.8494,-86.2583,526071,9625,348425,168021,18,7814.228859756345,5792697,NA,1.829600947400636,84000018,USA,8.604439338648965e-6,NA,2021-01-03,NA,NA,2021,1,3,NA
Iowa,US,2021-01-04T05:30:45Z,42.0115,-93.2105,284715,3946,244021,36748,19,9024.04701005049,1178096,NA,1.3859473508596316,84000019,USA,37339.77376096252,NA,2021-01-03,NA,NA,2021,1,3,NA
Kansas,US,2021-01-04T05:30:45Z,38.5266,-96.7265,230119,2893,4612,222614,20,7898.873928453988,1012506,NA,1.2571756352148236,84000020,USA,34754.441162195355,NA,2021-01-03,NA,NA,2021,1,3,NA
Kentucky,US,2021-01-04T05:30:45Z,37.6681,-84.6701,276825,2723,37375,236727,21,6196.178637066769,3210804,NA,0.9836539329901562,84000021,USA,71867.48000581062,NA,2021-01-03,NA,NA,2021,1,3,NA
Louisiana,US,2021-01-04T05:30:45Z,31.1695,-91.8678,321058,7537,263712,49809,22,6906.264291340937,4256466,NA,2.347550909804459,84000022,USA,91560.64992339948,NA,2021-01-03,NA,NA,2021,1,3,NA
Maine,US,2021-01-04T05:30:45Z,44.6939,-69.3819,25592,359,11465,13768,23,1903.8663544143333,1112804,NA,1.4027821194123165,84000023,USA,82784.85834079744,NA,2021-01-03,NA,NA,2021,1,3,NA
Maryland,US,2021-01-04T05:30:45Z,39.0639,-76.8021,285319,5994,9378,269947,24,4719.386404837835,5834126,NA,2.1008064657453587,84000024,USA,9.650074102499636e-6,NA,2021-01-03,NA,NA,2021,1,3,NA
Massachusetts,US,2021-01-04T05:30:45Z,42.2302,-71.5301,387662,10683,261672,113380,25,5624.400888907847,11461220,NA,3.252833654059464,84000025,USA,1.6628531028568287e-5,NA,2021-01-03,NA,NA,2021,1,3,NA
Michigan,US,2021-01-04T05:30:45Z,43.3266,-84.5361,538121,13306,363611,161204,26,5388.291831954738,8202753,NA,2.4726780779787445,84000026,USA,8.213548066223438e-6,NA,2021-01-03,NA,NA,2021,1,3,NA
Minnesota,US,2021-01-04T05:30:45Z,45.6945,-93.9002,420544,5489,403419,11636,27,7456.940452852243,5476196,NA,1.3052141987520924,84000027,USA,97102.00949281798,NA,2021-01-03,NA,NA,2021,1,3,NA
Mississippi,US,2021-01-04T05:30:45Z,32.7416,-89.6787,222061,4871,167263,49927,28,7461.353581423511,1349719,NA,2.193541414296072,84000028,USA,45351.190414189616,NA,2021-01-03,NA,NA,2021,1,3,NA
Missouri,US,2021-01-04T05:30:45Z,38.4561,-92.2884,451605,5770,NA,NA,29,7358.212593288264,3691231,NA,1.2776652162841422,84000029,USA,60142.96216591054,NA,2021-01-03,NA,NA,2021,1,3,NA
Montana,US,2021-01-04T05:30:45Z,46.9219,-110.4544,82381,972,76501,4908,30,7707.961803105977,795796,NA,1.179883711049878,84000030,USA,74458.49371899497,NA,2021-01-03,NA,NA,2021,1,3,NA
Nebraska,US,2021-01-04T05:30:45Z,41.1254,-98.2681,169000,1672,105963,61365,31,8736.523008589707,1769798,NA,0.9893491124260356,84000031,USA,91490.41980802396,NA,2021-01-03,NA,NA,2021,1,3,NA
Nevada,US,2021-01-04T05:30:45Z,38.3135,-117.0554,231614,3180,NA,NA,32,7519.554204397439,2122793,NA,1.372973999844569,84000032,USA,68918.35997916988,NA,2021-01-03,NA,NA,2021,1,3,NA
New Hampshire,US,2021-01-04T05:30:45Z,43.4525,-71.5639,47376,780,39574,7022,33,3484.269819101265,1045340,NA,1.646403242147923,84000033,USA,76879.57220321083,NA,2021-01-03,NA,NA,2021,1,3,NA
New Jersey,US,2021-01-04T05:30:45Z,40.2989,-74.521,545450,19208,56873,469369,34,6140.940466258884,7801895,NA,3.5214960124667707,84000034,USA,87837.51529746606,NA,2021-01-03,NA,NA,2021,1,3,NA
New Mexico,US,2021-01-04T05:30:45Z,34.8405,-106.2485,146394,2551,68876,74967,35,6981.685201797572,2006168,NA,1.7425577550992526,84000035,USA,95676.28070767812,NA,2021-01-03,NA,NA,2021,1,3,NA
New York,US,2021-01-04T05:30:45Z,42.1657,-74.9481,1023897,38239,104402,881256,36,5263.288299761673,25849104,NA,3.7346529973229727,84000036,USA,132875.95006384692,NA,2021-01-03,NA,NA,2021,1,3,NA
North Carolina,US,2021-01-04T05:30:45Z,35.6301,-79.8064,564924,6910,403488,154526,37,5386.341299325978,7126713,NA,1.2231733826142983,84000037,USA,6.795057133409686e-6,NA,2021-01-03,NA,NA,2021,1,3,NA
North Dakota,US,2021-01-04T05:30:45Z,47.5289,-99.784,92565,1317,89879,1845,38,12209.111594594666,1291452,NA,1.4155049924226957,84000038,USA,169468.10102065187,NA,2021-01-03,NA,NA,2021,1,3,NA
Northern Mariana Islands,US,2021-01-04T05:30:45Z,15.0979,145.6739,122,2,29,91,69,221.23893805309731,17551,NA,1.639344262295082,580,MNP,31827.57870303206,NA,2021-01-03,NA,NA,2021,1,3,NA
Ohio,US,2021-01-04T05:30:45Z,40.3888,-82.7649,721481,14053,579583,127845,39,6172.2544935024935,8819448,NA,1.9477990411389905,84000039,USA,7.545018863727746e-6,NA,2021-01-03,NA,NA,2021,1,3,NA
Oklahoma,US,2021-01-04T05:30:45Z,35.5653,-96.9289,304375,2547,265293,36535,40,7692.121069373518,2698390,NA,0.8367967145790555,84000040,USA,68193.32261975131,NA,2021-01-03,NA,NA,2021,1,3,NA
Oregon,US,2021-01-04T05:30:45Z,44.572,-122.0709,117745,1500,5870,110375,41,2791.6629225577603,2652670,NA,1.2739394454116948,84000041,USA,62893.20552703974,NA,2021-01-03,NA,NA,2021,1,3,NA
Pennsylvania,US,2021-01-04T05:30:45Z,40.5908,-77.2098,669818,16331,453531,199956,42,5232.140099479854,7715509,NA,2.4381249832043927,84000042,USA,30926.311528622624,NA,2021-01-03,NA,NA,2021,1,3,NA
Puerto Rico,US,2021-01-04T05:30:45Z,18.2208,-66.5901,78169,1545,68661,7963,72,2447.604560737504,1388451,NA,1.976486842610242,630,PRI,43474.76621116488,NA,2021-01-03,NA,NA,2021,1,3,NA
Rhode Island,US,2021-01-04T05:30:45Z,41.6809,-71.5118,87949,1974,5381,80594,44,8302.080216281325,1974498,NA,2.24448259786922,84000044,USA,186385.75518638128,NA,2021-01-03,NA,NA,2021,1,3,NA
South Carolina,US,2021-01-04T05:30:45Z,33.8569,-80.945,321669,5469,154943,161257,45,6247.560070339895,3261427,NA,1.700194920865859,84000045,USA,63344.49728611844,NA,2021-01-03,NA,NA,2021,1,3,NA
South Dakota,US,2021-01-04T05:30:45Z,44.2998,-99.4388,100532,1513,93031,5988,46,11363.926665528752,601226,NA,1.5049934349261926,84000046,USA,6.796132747194117e-6,NA,2021-01-03,NA,NA,2021,1,3,NA
Tennessee,US,2021-01-04T05:30:45Z,35.7478,-86.6923,602862,7025,526966,69039,47,8830.204062746096,5735403,NA,1.1649503341458969,84000047,USA,83983.84636267871,NA,2021-01-03,NA,NA,2021,1,3,NA
Texas,US,2021-01-04T05:30:45Z,31.0545,-97.5635,1840651,28514,1451846,360309,48,6347.97404500315,14053710,NA,1.5481479107120253,84000048,USA,48467.95308616421,NA,2021-01-03,NA,NA,2021,1,3,NA
Utah,US,2021-01-04T05:30:45Z,40.15,-111.8624,283473,1301,232355,49817,49,8842.068423853338,2274838,NA,0.4589502351193941,84000049,USA,70956.57522650016,NA,2021-01-03,NA,NA,2021,1,3,NA
Vermont,US,2021-01-04T05:30:45Z,44.0459,-72.7107,7793,140,5272,2381,50,1248.9002209974856,711104,NA,1.796484024124214,84000050,USA,113960.98328656435,NA,2021-01-03,NA,NA,2021,1,3,NA
Virgin Islands,US,2021-01-04T05:30:45Z,18.3358,-64.8963,2042,23,1920,99,78,1903.6432113957565,36407,NA,1.1263467189030365,850,VIR,33940.22448446881,NA,2021-01-03,NA,NA,2021,1,3,NA
Virginia,US,2021-01-04T05:30:45Z,37.7693,-78.17,363765,5124,31368,327273,51,4261.779512177292,4365480,NA,1.408601707146097,84000051,USA,51144.868870891165,NA,2021-01-03,NA,NA,2021,1,3,NA
Washington,US,2021-01-04T05:30:45Z,47.4009,-121.4905,255396,3459,NA,NA,53,3353.901361450516,3836820,NA,1.354367335432035,84000053,USA,50385.73752776303,NA,2021-01-03,NA,NA,2021,1,3,NA
West Virginia,US,2021-01-04T05:30:45Z,38.4912,-80.9545,91058,1376,62264,27418,54,5080.944810888839,1560022,NA,1.5111247776142678,84000054,USA,87047.65847890826,NA,2021-01-03,NA,NA,2021,1,3,NA
Wisconsin,US,2021-01-04T05:30:45Z,44.2685,-89.6165,526245,5261,454850,66134,55,9038.230403298689,5411129,NA,0.9997244629402656,84000055,USA,9.29358580964593e-6,NA,2021-01-03,NA,NA,2021,1,3,NA
Wyoming,US,2021-01-04T05:30:45Z,42.756,-107.3025,44875,438,43068,1369,56,7753.65912236354,501784,NA,0.9760445682451252,84000056,USA,86699.99084247503,NA,2021-01-03,NA,NA,2021,1,3,NA
